DATE	DDURRG3M086SBEA	DFXARG3M086SBEA	DGDSRG3M086SBEA	DNDGRG3M086SBEA	DNRGRG3M086SBEA	DPCMRG3M086SBEA	DPCXRG3M086SBEA	DSERRG3M086SBEA	PCEPI	PCEPILFE
2009-05-01	104.234	93.563	92.892	88.088	71.671	93.858	95.707	93.787	93.498	95.030
2009-06-01	104.176	93.645	94.340	90.130	78.895	94.451	95.801	93.920	94.053	95.151
2009-07-01	103.651	93.249	94.098	90.002	78.429	94.406	95.829	94.049	94.063	95.233
2009-08-01	103.232	93.264	94.507	90.758	80.916	94.707	95.981	94.258	94.336	95.374
2009-09-01	103.507	92.995	94.751	90.988	81.391	94.827	96.113	94.366	94.489	95.541
2009-10-01	103.853	93.095	94.969	91.153	82.164	95.087	96.346	94.792	94.847	95.893
2009-11-01	103.915	93.144	95.357	91.672	84.771	95.315	96.397	94.956	95.084	95.978
2009-12-01	103.682	93.299	95.314	91.708	84.336	95.340	96.446	95.059	95.140	96.060
2010-01-01	103.549	93.419	95.535	92.074	85.564	95.481	96.497	95.260	95.348	96.201
2010-02-01	103.182	93.511	95.282	91.870	84.246	95.439	96.549	95.375	95.345	96.285
2010-03-01	103.034	93.765	95.235	91.866	84.094	95.517	96.626	95.597	95.480	96.429
2010-04-01	102.639	93.871	95.071	91.799	84.105	95.556	96.660	95.752	95.532	96.478
2010-05-01	102.359	93.896	94.799	91.531	83.051	95.567	96.757	95.927	95.562	96.585
2010-06-01	102.012	93.807	94.502	91.255	81.871	95.529	96.820	96.011	95.522	96.632
2010-07-01	101.561	93.851	94.584	91.560	83.129	95.640	96.843	96.092	95.604	96.633
2010-08-01	101.638	93.899	94.764	91.783	83.899	95.772	96.931	96.200	95.735	96.726
2010-09-01	101.533	94.142	94.950	92.090	84.366	95.865	96.977	96.252	95.830	96.781
2010-10-01	101.377	94.185	95.434	92.845	87.233	96.108	97.024	96.471	96.135	96.928
2010-11-01	101.344	94.356	95.764	93.329	88.388	96.299	97.138	96.597	96.327	97.054
2010-12-01	101.057	94.472	96.277	94.183	91.492	96.536	97.150	96.671	96.545	97.074
2011-01-01	101.254	95.117	96.779	94.814	92.512	96.793	97.305	96.859	96.835	97.283
2011-02-01	101.380	95.725	97.217	95.384	93.800	97.097	97.501	97.047	97.105	97.453
2011-03-01	101.182	96.552	97.963	96.536	97.191	97.509	97.633	97.266	97.496	97.600
2011-04-01	101.421	96.902	98.767	97.582	100.453	97.919	97.823	97.489	97.908	97.824
2011-05-01	101.519	97.347	99.171	98.116	101.517	98.207	98.033	97.736	98.206	98.057
2011-06-01	101.641	97.553	98.935	97.725	99.326	98.205	98.183	97.821	98.186	98.164
2011-07-01	101.593	97.932	99.080	97.952	99.557	98.372	98.323	97.999	98.353	98.309
2011-08-01	101.475	98.501	99.326	98.356	99.864	98.622	98.536	98.223	98.584	98.505
2011-09-01	101.028	99.043	99.485	98.779	100.541	98.793	98.629	98.352	98.723	98.572
2011-10-01	101.056	99.157	99.459	98.731	99.749	98.863	98.765	98.368	98.725	98.619
2011-11-01	100.952	99.079	99.663	99.072	100.223	99.034	98.937	98.570	98.928	98.828
2011-12-01	100.864	99.279	99.435	98.783	98.483	99.118	99.152	98.765	98.984	98.992
2012-01-01	100.977	99.689	99.838	99.316	99.373	99.374	99.342	99.072	99.323	99.288
2012-02-01	100.856	99.617	100.169	99.851	101.264	99.618	99.494	99.240	99.545	99.426
2012-03-01	100.625	99.821	100.404	100.299	101.754	99.777	99.621	99.409	99.735	99.595
2012-04-01	100.366	99.878	100.379	100.382	101.643	99.886	99.749	99.616	99.866	99.746
2012-05-01	100.310	99.795	99.785	99.544	98.283	99.774	99.886	99.739	99.754	99.847
2012-06-01	100.002	99.971	99.279	98.947	95.652	99.718	100.007	99.913	99.704	99.950
2012-07-01	99.852	99.983	99.142	98.814	94.730	99.723	100.085	100.033	99.740	100.053
2012-08-01	99.657	100.018	99.819	99.891	99.492	100.099	100.151	100.200	100.075	100.116
2012-09-01	99.437	99.980	100.441	100.903	102.993	100.425	100.271	100.348	100.379	100.240
2012-10-01	99.347	100.239	100.742	101.390	104.206	100.630	100.395	100.643	100.677	100.482
2012-11-01	99.329	100.395	100.182	100.579	101.166	100.498	100.457	100.816	100.609	100.591
2012-12-01	99.242	100.616	99.819	100.084	99.442	100.477	100.540	100.971	100.593	100.664
2013-01-01	99.118	100.750	99.900	100.260	99.535	100.659	100.734	101.223	100.787	100.871
2013-02-01	99.020	100.818	100.581	101.310	104.027	101.051	100.843	101.434	101.156	100.992
2013-03-01	98.634	100.911	99.812	100.358	100.212	100.851	100.892	101.621	101.023	101.085
2013-04-01	98.299	101.023	99.234	99.666	97.530	100.606	100.800	101.792	100.944	101.163
2013-05-01	98.177	100.766	99.004	99.384	97.363	100.660	100.902	102.007	101.010	101.272
2013-06-01	98.140	100.995	99.241	99.753	98.332	100.908	101.095	102.215	101.228	101.438
2013-07-01	97.910	101.083	99.274	99.912	98.475	101.028	101.218	102.388	101.354	101.567
2013-08-01	97.594	101.144	99.405	100.258	99.359	101.138	101.275	102.556	101.510	101.685
2013-09-01	97.496	101.088	99.154	99.935	98.408	101.165	101.385	102.743	101.550	101.799
2013-10-01	97.319	101.155	99.067	99.890	98.057	101.231	101.485	103.046	101.722	102.015
2013-11-01	97.146	100.993	99.052	99.954	98.379	101.342	101.608	103.294	101.881	102.194
2013-12-01	96.763	101.140	99.161	100.302	99.625	101.527	101.718	103.545	102.084	102.333
2014-01-01	96.511	101.287	99.348	100.701	101.400	101.678	101.744	103.741	102.278	102.426
2014-02-01	96.250	101.575	99.256	100.694	101.138	101.731	101.798	103.878	102.338	102.489
2014-03-01	96.061	102.037	99.134	100.605	101.149	101.880	101.927	104.249	102.543	102.684
2014-04-01	95.988	102.349	99.376	101.003	101.263	102.023	102.056	104.427	102.742	102.879
2014-05-01	95.635	102.920	99.346	101.132	100.856	102.154	102.183	104.710	102.919	103.061
2014-06-01	95.499	102.929	99.423	101.318	101.077	102.251	102.281	104.846	103.035	103.180
2014-07-01	95.426	103.172	99.382	101.293	100.599	102.370	102.433	105.102	103.190	103.369
2014-08-01	95.254	103.453	99.127	100.998	99.349	102.352	102.475	105.212	103.177	103.408
2014-09-01	94.998	103.643	98.908	100.799	97.519	102.358	102.595	105.365	103.203	103.536
2014-10-01	94.942	103.674	98.644	100.430	95.485	102.269	102.633	105.460	103.177	103.629
2014-11-01	94.515	103.908	97.980	99.648	92.054	102.126	102.698	105.683	103.098	103.740
2014-12-01	94.072	104.155	97.115	98.567	87.458	101.906	102.762	105.891	102.940	103.837
2015-01-01	93.813	104.133	95.629	96.457	79.422	101.353	102.718	105.942	102.465	103.816
2015-02-01	93.993	104.208	95.951	96.849	80.727	101.543	102.837	106.033	102.634	103.920
2015-03-01	93.816	103.925	96.199	97.315	82.114	101.741	102.993	106.203	102.831	104.080
2015-04-01	93.900	103.698	96.063	97.064	81.068	101.817	103.181	106.394	102.910	104.256
2015-05-01	93.817	103.678	96.483	97.747	83.501	102.033	103.256	106.549	103.156	104.385
2015-06-01	93.622	103.961	96.598	98.022	84.757	102.193	103.322	106.793	103.356	104.511
2015-07-01	93.366	104.135	96.555	98.090	84.606	102.310	103.455	106.945	103.441	104.603
2015-08-01	92.998	104.300	96.242	97.806	83.205	102.272	103.497	107.111	103.442	104.679
2015-09-01	93.093	104.376	95.551	96.705	78.266	102.133	103.690	107.241	103.289	104.814
2015-10-01	92.915	104.535	95.403	96.571	77.527	102.122	103.715	107.296	103.274	104.829
2015-11-01	92.617	104.211	95.275	96.532	77.346	102.153	103.796	107.460	103.337	104.940
2015-12-01	92.352	103.866	94.802	95.949	75.157	102.022	103.833	107.581	103.253	105.009
2016-01-01	92.357	103.910	94.435	95.388	72.957	101.980	103.938	107.855	103.306	105.204
2016-02-01	92.186	104.027	93.921	94.693	69.027	101.915	104.137	108.027	103.242	105.369
2016-03-01	91.896	103.553	94.162	95.214	71.642	102.125	104.241	108.266	103.481	105.521
2016-04-01	92.135	103.579	94.599	95.754	73.657	102.401	104.416	108.558	103.823	105.786
2016-05-01	91.798	103.123	94.473	95.739	74.504	102.555	104.579	108.860	103.977	105.948
2016-06-01	91.250	102.881	94.579	96.189	76.379	102.746	104.691	109.106	104.175	106.077
2016-07-01	90.944	102.737	94.109	95.634	74.534	102.749	104.845	109.422	104.218	106.257
2016-08-01	90.720	102.653	94.095	95.733	74.336	102.835	104.967	109.668	104.374	106.456
2016-09-01	90.578	102.557	94.349	96.200	75.821	103.007	105.071	109.811	104.555	106.579
2016-10-01	90.427	102.557	94.572	96.626	77.548	103.203	105.177	110.046	104.786	106.737
2016-11-01	89.777	102.347	94.274	96.521	77.731	103.239	105.226	110.265	104.826	106.789
2016-12-01	89.622	102.186	94.412	96.819	79.277	103.438	105.368	110.485	105.017	106.929
2017-01-01	90.052	102.379	94.998	97.488	81.890	103.802	105.595	110.772	105.408	107.205
2017-02-01	90.056	102.574	94.980	97.460	81.207	103.918	105.757	111.030	105.570	107.414
2017-03-01	89.733	102.853	94.866	97.460	80.523	103.817	105.658	111.002	105.512	107.364
2017-04-01	89.639	102.932	94.746	97.327	80.556	103.925	105.774	111.421	105.744	107.620
2017-05-01	89.417	102.901	94.216	96.630	78.425	103.810	105.791	111.661	105.714	107.719
2017-06-01	89.178	102.705	94.080	96.550	78.041	103.895	105.937	111.891	105.815	107.876
2017-07-01	88.824	102.871	93.986	96.598	77.232	103.872	105.950	111.984	105.842	107.941
2017-08-01	88.624	102.953	94.267	97.143	79.665	104.118	106.060	112.218	106.093	108.074
2017-09-01	88.348	102.998	94.915	98.305	84.816	104.527	106.177	112.478	106.491	108.215
2017-10-01	88.561	103.127	94.765	97.953	82.938	104.676	106.468	112.803	106.648	108.499
2017-11-01	88.291	103.012	94.846	98.235	85.075	104.809	106.487	113.031	106.825	108.582
2017-12-01	88.086	103.082	94.788	98.262	85.290	104.905	106.579	113.303	106.980	108.742
2018-01-01	88.338	103.276	95.310	98.936	86.662	105.207	106.816	113.607	107.362	109.080
2018-02-01	88.091	103.191	95.446	99.289	87.992	105.466	107.037	113.939	107.625	109.311
2018-03-01	87.998	103.286	95.301	99.116	86.593	105.614	107.298	114.254	107.777	109.562
2018-04-01	88.146	103.488	95.545	99.413	87.191	105.836	107.496	114.444	107.988	109.750
2018-05-01	87.963	103.172	95.607	99.617	88.126	106.030	107.690	114.728	108.193	109.956
2018-06-01	87.622	103.216	95.504	99.652	88.494	106.098	107.739	114.977	108.317	110.073
2018-07-01	87.687	103.330	95.361	99.389	87.814	106.169	107.857	115.210	108.417	110.219
2018-08-01	87.428	103.423	95.249	99.362	88.821	106.220	107.837	115.402	108.502	110.246
2018-09-01	87.253	103.569	95.394	99.692	89.274	106.391	107.989	115.687	108.738	110.476
2018-10-01	87.328	103.448	95.587	99.952	90.471	106.573	108.129	115.868	108.924	110.626
2018-11-01	87.317	103.648	95.163	99.289	87.640	106.598	108.335	116.172	108.969	110.831
2018-12-01	87.208	103.821	94.535	98.365	84.856	106.549	108.454	116.554	108.991	111.009
2019-01-01	87.539	104.108	94.536	98.178	82.044	106.616	108.694	116.531	108.977	111.134
2019-02-01	87.399	104.604	94.708	98.527	83.316	106.775	108.741	116.697	109.146	111.207
2019-03-01	87.082	104.742	95.111	99.343	86.420	107.061	108.849	116.934	109.443	111.350
2019-04-01	86.964	104.295	95.330	99.755	88.556	107.349	109.085	117.335	109.780	111.650
2019-05-01	87.001	104.458	95.276	99.649	87.722	107.389	109.174	117.483	109.856	111.773
2019-06-01	87.338	104.297	95.042	99.086	85.643	107.416	109.362	117.738	109.935	112.000
2019-07-01	86.791	104.241	95.000	99.337	86.184	107.538	109.474	118.010	110.094	112.157
2019-08-01	86.641	104.243	94.851	99.190	85.030	107.571	109.592	118.155	110.132	112.270
2019-09-01	86.611	104.428	94.781	99.098	85.080	107.651	109.666	118.312	110.207	112.339
2019-10-01	86.520	104.567	94.991	99.484	86.475	107.901	109.855	118.533	110.423	112.496
2019-11-01	86.161	104.623	94.864	99.496	86.863	107.948	109.882	118.677	110.469	112.524
2019-12-01	85.666	104.601	94.884	99.826	87.978	108.140	110.039	119.085	110.736	112.772
2020-01-01	85.764	105.030	94.977	99.918	87.405	108.319	110.245	119.357	110.944	113.008
2020-02-01	86.031	105.540	94.949	99.710	85.798	108.467	110.478	119.572	111.070	113.206
2020-03-01	85.788	106.035	94.253	98.750	81.232	108.262	110.490	119.597	110.824	113.143
2020-04-01	85.302	108.467	93.371	97.641	73.220	107.894	110.293	119.201	110.237	112.668
2020-05-01	85.357	109.261	93.189	97.317	71.763	107.973	110.404	119.507	110.353	112.819
2020-06-01	85.176	109.683	93.689	98.250	75.032	108.332	110.570	119.825	110.746	113.051
2020-07-01	85.644	108.717	94.042	98.533	76.671	108.561	110.837	120.132	111.072	113.425
2020-08-01	86.514	108.691	94.525	98.761	77.306	108.873	111.165	120.373	111.411	113.782
2020-09-01	86.664	108.479	94.469	98.571	78.270	108.988	111.260	120.743	111.613	113.979
2020-10-01	86.687	108.599	94.361	98.379	78.105	109.004	111.277	120.874	111.648	114.017
2020-11-01	86.628	108.452	94.303	98.321	78.146	108.991	111.272	120.944	111.666	114.048
2020-12-01	86.829	108.630	94.718	98.874	81.149	109.328	111.457	121.467	112.150	114.422
2021-01-01	86.924	108.717	95.315	99.802	83.466	109.682	111.714	121.786	112.583	114.782
2021-02-01	86.869	109.011	95.687	100.465	87.337	110.125	111.956	122.165	112.961	114.975
2021-03-01	87.172	109.259	96.406	101.476	92.162	110.774	112.386	122.792	113.632	115.457
2021-04-01	88.608	109.633	97.102	101.632	90.917	111.247	112.975	123.324	114.238	116.186
2021-05-01	90.115	109.985	97.861	101.855	91.519	111.734	113.470	123.773	114.819	116.787
2021-06-01	91.335	110.670	98.684	102.400	93.471	112.292	113.927	124.277	115.458	117.349
2021-07-01	91.619	111.321	99.159	103.000	95.004	112.818	114.377	124.831	115.986	117.811
2021-08-01	92.432	111.783	99.755	103.449	96.729	113.222	114.691	125.192	116.444	118.199
2021-09-01	92.543	112.945	100.149	104.024	97.880	113.543	114.873	125.531	116.808	118.446
2021-10-01	93.464	113.773	101.224	105.190	101.735	114.292	115.420	125.927	117.479	118.929
2021-11-01	93.860	114.502	101.938	106.107	104.424	114.900	115.887	126.641	118.200	119.543
2021-12-01	94.763	114.864	102.608	106.610	105.376	115.499	116.489	127.253	118.841	120.193
2022-01-01	95.872	115.857	103.540	107.404	106.527	116.179	117.110	127.672	119.469	120.761
2022-02-01	96.036	117.517	104.790	109.376	110.572	117.042	117.697	128.015	120.178	121.205
2022-03-01	95.871	119.119	106.631	112.557	123.810	118.312	118.195	128.690	121.321	121.651
2022-04-01	96.035	120.371	106.443	112.134	119.991	118.494	118.522	129.204	121.563	122.030
2022-05-01	96.398	121.849	107.414	113.511	124.726	119.295	119.016	129.780	122.300	122.488
2022-06-01	97.090	123.053	109.154	115.940	134.256	120.561	119.785	130.639	123.512	123.258
2022-07-01	96.880	124.623	108.682	115.297	127.651	120.541	120.018	130.753	123.397	123.352
2022-08-01	97.347	125.588	108.316	114.367	120.475	120.728	120.580	131.519	123.728	124.031
2022-09-01	97.782	126.366	108.207	113.890	117.581	121.085	121.097	132.275	124.154	124.607
2022-10-01	97.399	127.043	108.621	114.841	120.314	121.656	121.527	132.856	124.676	124.998
2022-11-01	96.848	127.662	108.361	114.780	118.647	121.744	121.671	133.364	124.889	125.277
2022-12-01	96.632	128.175	107.814	114.017	114.420	121.983	122.156	134.109	125.141	125.746
2023-01-01	96.880	128.682	108.435	114.884	116.610	122.662	122.761	134.941	125.898	126.449
2023-02-01	96.705	128.956	108.596	115.278	115.984	123.083	123.257	135.454	126.277	126.888
2023-03-01	96.627	128.708	108.356	114.929	111.682	123.260	123.742	135.761	126.373	127.244
