"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units",,,97.45092,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units",,,97.55391,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-05","May-2001","IDX","Index","0","Units",,,97.66879,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units",,,97.92251,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units",,,98.21752,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units",,,98.42665,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units",,,98.2775,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units",,,97.95079,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units",,,98.09495,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units",,,98.53789,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units",,,99.15219,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units",,,99.79341,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units",,,100.2242,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units",,,100.3924,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-05","May-2002","IDX","Index","0","Units",,,100.4044,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units",,,100.2221,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units",,,99.83051,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units",,,99.55431,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units",,,99.41796,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units",,,99.35452,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units",,,99.43171,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units",,,99.62384,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units",,,99.55509,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units",,,99.18219,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units",,,98.79584,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units",,,98.7432,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-05","May-2003","IDX","Index","0","Units",,,99.0292,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units",,,99.39157,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units",,,99.79994,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units",,,100.2056,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units",,,100.5367,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units",,,101.0107,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units",,,101.5561,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units",,,101.9668,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units",,,102.1192,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units",,,102.1221,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units",,,102.1194,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units",,,102.1305,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-05","May-2004","IDX","Index","0","Units",,,102.0754,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units",,,101.92,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units",,,101.7096,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units",,,101.4099,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units",,,101.1171,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units",,,100.9321,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units",,,100.8938,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units",,,100.8952,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units",,,100.7445,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units",,,100.5443,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units",,,100.327,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units",,,100.0977,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-05","May-2005","IDX","Index","0","Units",,,99.98439,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units",,,100.1306,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units",,,100.3602,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units",,,100.525,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units",,,100.8128,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units",,,100.9325,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units",,,100.8359,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units",,,100.6199,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units",,,100.4439,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units",,,100.3647,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units",,,100.3324,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units",,,100.3155,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-05","May-2006","IDX","Index","0","Units",,,100.1751,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units",,,100.0414,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units",,,99.98298,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units",,,99.89352,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units",,,99.70745,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units",,,99.51175,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units",,,99.37315,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units",,,99.35442,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units",,,99.33895,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units",,,99.4532,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units",,,99.58875,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units",,,99.78147,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-05","May-2007","IDX","Index","0","Units",,,99.89655,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units",,,99.90674,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units",,,99.77738,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units",,,99.5907,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units",,,99.42847,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units",,,99.31196,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units",,,99.20722,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units",,,99.11908,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units",,,99.10622,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units",,,99.01044,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units",,,98.98537,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units",,,99.05401,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-05","May-2008","IDX","Index","0","Units",,,99.20099,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-06","Jun-2008","IDX","Index","0","Units",,,99.30402,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-07","Jul-2008","IDX","Index","0","Units",,,99.21114,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-08","Aug-2008","IDX","Index","0","Units",,,98.77232,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-09","Sep-2008","IDX","Index","0","Units",,,97.88742,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-10","Oct-2008","IDX","Index","0","Units",,,96.92265,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-11","Nov-2008","IDX","Index","0","Units",,,96.15993,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-12","Dec-2008","IDX","Index","0","Units",,,95.72997,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-01","Jan-2009","IDX","Index","0","Units",,,95.76935,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-02","Feb-2009","IDX","Index","0","Units",,,95.9982,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-03","Mar-2009","IDX","Index","0","Units",,,96.39855,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-04","Apr-2009","IDX","Index","0","Units",,,97.00793,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-05","May-2009","IDX","Index","0","Units",,,97.676,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-06","Jun-2009","IDX","Index","0","Units",,,98.35234,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-07","Jul-2009","IDX","Index","0","Units",,,99.04642,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-08","Aug-2009","IDX","Index","0","Units",,,99.62222,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-09","Sep-2009","IDX","Index","0","Units",,,99.95652,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-10","Oct-2009","IDX","Index","0","Units",,,100.193,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-11","Nov-2009","IDX","Index","0","Units",,,100.3181,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-12","Dec-2009","IDX","Index","0","Units",,,100.5527,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-01","Jan-2010","IDX","Index","0","Units",,,100.8906,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-02","Feb-2010","IDX","Index","0","Units",,,101.1329,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-03","Mar-2010","IDX","Index","0","Units",,,101.335,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-04","Apr-2010","IDX","Index","0","Units",,,101.2731,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-05","May-2010","IDX","Index","0","Units",,,100.9823,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-06","Jun-2010","IDX","Index","0","Units",,,100.6387,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-07","Jul-2010","IDX","Index","0","Units",,,100.4464,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-08","Aug-2010","IDX","Index","0","Units",,,100.421,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-09","Sep-2010","IDX","Index","0","Units",,,100.5362,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-10","Oct-2010","IDX","Index","0","Units",,,100.7724,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-11","Nov-2010","IDX","Index","0","Units",,,101.0234,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-12","Dec-2010","IDX","Index","0","Units",,,101.2192,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-01","Jan-2011","IDX","Index","0","Units",,,101.3669,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-02","Feb-2011","IDX","Index","0","Units",,,101.4215,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-03","Mar-2011","IDX","Index","0","Units",,,101.3187,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-04","Apr-2011","IDX","Index","0","Units",,,101.0536,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-05","May-2011","IDX","Index","0","Units",,,100.6276,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-06","Jun-2011","IDX","Index","0","Units",,,100.3577,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-07","Jul-2011","IDX","Index","0","Units",,,100.0692,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-08","Aug-2011","IDX","Index","0","Units",,,99.88142,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-09","Sep-2011","IDX","Index","0","Units",,,99.75581,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-10","Oct-2011","IDX","Index","0","Units",,,99.66156,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-11","Nov-2011","IDX","Index","0","Units",,,99.67869,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-12","Dec-2011","IDX","Index","0","Units",,,99.80071,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-01","Jan-2012","IDX","Index","0","Units",,,99.93998,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-02","Feb-2012","IDX","Index","0","Units",,,100.0523,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-03","Mar-2012","IDX","Index","0","Units",,,100.11,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-04","Apr-2012","IDX","Index","0","Units",,,100.0789,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-05","May-2012","IDX","Index","0","Units",,,99.88361,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-06","Jun-2012","IDX","Index","0","Units",,,99.59526,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-07","Jul-2012","IDX","Index","0","Units",,,99.42505,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-08","Aug-2012","IDX","Index","0","Units",,,99.40696,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-09","Sep-2012","IDX","Index","0","Units",,,99.411,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-10","Oct-2012","IDX","Index","0","Units",,,99.31827,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-11","Nov-2012","IDX","Index","0","Units",,,99.26366,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-12","Dec-2012","IDX","Index","0","Units",,,99.43703,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-01","Jan-2013","IDX","Index","0","Units",,,99.75645,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-02","Feb-2013","IDX","Index","0","Units",,,99.91916,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-03","Mar-2013","IDX","Index","0","Units",,,99.77744,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-04","Apr-2013","IDX","Index","0","Units",,,99.55726,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-05","May-2013","IDX","Index","0","Units",,,99.52887,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-06","Jun-2013","IDX","Index","0","Units",,,99.7561,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-07","Jul-2013","IDX","Index","0","Units",,,100.0798,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-08","Aug-2013","IDX","Index","0","Units",,,100.3616,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-09","Sep-2013","IDX","Index","0","Units",,,100.4969,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-10","Oct-2013","IDX","Index","0","Units",,,100.5363,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-11","Nov-2013","IDX","Index","0","Units",,,100.5062,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-12","Dec-2013","IDX","Index","0","Units",,,100.3684,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units",,,100.1858,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units",,,100.2369,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units",,,100.3466,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units",,,100.4405,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-05","May-2014","IDX","Index","0","Units",,,100.5025,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units",,,100.5482,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units",,,100.6527,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units",,,100.7926,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units",,,100.8091,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units",,,100.8281,,
